temp,ph,do,ammonia,turbidity,salinity
29.95,8.24,8.57,0.026,21.0,18.004
29.98,8.27,8.68,0.026,21.0,18.005
30.07,8.23,8.65,0.026,20.0,18.005
30.03,8.25,8.67,0.026,19.0,18.005
30.0,8.28,8.74,0.026,20.0,18.005
30.01,8.23,8.82,0.026,21.0,18.005
29.94,8.23,8.88,0.026,21.0,18.005
29.97,8.25,8.46,0.026,22.0,18.005
30.03,8.28,8.68,0.026,21.0,18.005
29.99,8.24,8.61,0.026,21.0,18.005
30.0,8.23,8.68,0.026,20.0,18.004
30.08,8.23,8.68,0.026,18.0,18.005
29.96,8.23,8.66,0.026,16.0,18.005
29.91,8.24,8.66,0.026,18.0,18.005
29.98,8.27,8.74,0.026,22.0,18.004
29.97,8.22,8.78,0.026,19.0,18.004
30.02,8.26,8.78,0.026,18.0,18.004
30.06,8.26,8.67,0.026,18.0,18.004
30.02,8.27,8.7,0.026,15.0,18.004
30.01,8.23,8.72,0.026,20.0,18.004
29.99,8.22,8.74,0.026,17.0,18.004
29.98,8.25,8.79,0.026,20.0,18.004
30.02,8.21,8.77,0.026,17.0,18.004
29.89,8.24,8.72,0.026,20.0,18.004
29.95,8.24,8.65,0.026,20.0,18.004
29.94,8.22,8.75,0.026,21.0,18.004
29.98,8.24,8.66,0.026,18.0,18.004
30.01,8.22,8.84,0.026,19.0,18.004
30.04,8.24,8.86,0.026,20.0,18.004
29.9,8.2,8.76,0.026,20.0,18.004
30.05,8.25,8.81,0.026,18.0,18.004
30.02,8.21,8.74,0.026,22.0,18.004
30.09,8.22,8.71,0.026,20.0,18.004
29.98,8.23,8.78,0.026,19.0,18.004
30.01,8.28,8.76,0.026,20.0,18.004
29.98,8.21,8.77,0.026,19.0,18.004
30.0,8.24,8.81,0.026,18.0,18.004
30.07,8.27,8.79,0.026,20.0,18.004
29.95,8.22,8.74,0.026,22.0,18.004
29.89,8.23,8.84,0.026,19.0,18.004
30.06,8.24,8.74,0.026,18.0,18.004
29.97,8.24,8.81,0.026,21.0,18.004
30.0,8.22,8.74,0.026,18.0,18.004
29.98,8.27,8.94,0.026,18.0,18.004
29.98,8.27,8.84,0.026,17.0,18.004
30.02,8.25,8.73,0.026,20.0,18.004
29.9,8.23,8.83,0.026,21.0,18.004
29.98,8.25,8.75,0.026,21.0,18.004
30.01,8.24,8.69,0.026,20.0,18.003
29.98,8.23,8.79,0.026,21.0,18.003
30.03,8.25,8.83,0.026,20.0,18.003
30.02,8.26,8.71,0.026,21.0,18.003
29.91,8.22,8.76,0.026,20.0,18.003
29.98,8.25,8.82,0.026,22.0,18.003
29.92,8.24,8.88,0.026,21.0,18.003
29.93,8.24,8.79,0.026,21.0,18.003
29.96,8.25,8.77,0.026,21.0,18.004
29.98,8.25,8.83,0.026,19.0,18.003
30.04,8.28,8.81,0.026,20.0,18.003
29.98,8.23,8.68,0.026,20.0,18.004
30.0,8.23,8.63,0.026,16.0,18.004
30.06,8.2,8.8,0.026,20.0,18.003
30.0,8.22,8.79,0.026,19.0,18.003
29.98,8.23,8.85,0.026,20.0,18.003
29.96,8.28,8.9,0.026,20.0,18.003
30.02,8.25,8.8,0.026,19.0,18.003
29.92,8.25,8.8,0.026,20.0,18.003
30.0,8.27,8.63,0.026,20.0,18.003
30.05,8.25,8.66,0.026,22.0,18.003
29.95,8.26,8.67,0.026,20.0,18.003
30.02,8.2,8.7,0.026,21.0,18.003
30.01,8.22,8.81,0.026,17.0,18.003
29.93,8.24,8.78,0.026,19.0,18.003
30.02,8.23,8.84,0.026,21.0,18.003
30.08,8.25,8.74,0.026,19.0,18.003
30.02,8.26,8.74,0.026,21.0,18.003
30.0,8.23,8.82,0.026,21.0,18.003
29.91,8.26,8.78,0.026,20.0,18.003
29.94,8.24,8.82,0.026,19.0,18.004
30.01,8.26,8.78,0.026,21.0,18.004
30.03,8.25,8.72,0.026,18.0,18.003
30.02,8.2,8.83,0.026,20.0,18.003
29.95,8.23,8.73,0.026,18.0,18.003
29.98,8.24,8.73,0.026,19.0,18.003
30.02,8.28,8.78,0.026,20.0,18.003
29.94,8.26,8.82,0.026,20.0,18.003
29.94,8.23,8.8,0.026,17.0,18.003
29.93,8.23,8.78,0.026,19.0,18.002
30.01,8.23,8.94,0.026,19.0,18.002
30.0,8.26,8.6,0.026,21.0,18.002
30.08,8.26,8.73,0.026,19.0,18.002
30.04,8.24,8.76,0.026,21.0,18.002
30.04,8.22,8.79,0.026,20.0,18.003
30.01,8.23,8.77,0.026,19.0,18.002
29.94,8.26,8.77,0.026,21.0,18.003
29.96,8.25,8.88,0.026,20.0,18.003
30.01,8.21,8.71,0.026,21.0,18.003
29.91,8.21,8.84,0.026,19.0,18.003
29.99,8.29,8.82,0.026,21.0,18.003
29.96,8.24,8.97,0.026,17.0,18.002
30.02,8.24,8.86,0.026,17.0,18.002
29.96,8.25,8.83,0.026,21.0,18.002
29.96,8.23,8.81,0.026,20.0,18.003
30.0,8.24,8.84,0.026,20.0,18.003
30.04,8.26,8.74,0.026,20.0,18.003
29.88,8.26,8.85,0.026,18.0,18.003
29.93,8.21,8.75,0.026,18.0,18.003
29.91,8.27,8.66,0.026,19.0,18.003
30.03,8.26,8.79,0.026,19.0,18.003
29.95,8.27,8.76,0.026,19.0,18.003
30.01,8.24,8.65,0.026,22.0,18.003
30.03,8.27,8.81,0.026,18.0,18.003
30.04,8.22,8.81,0.026,20.0,18.003
29.94,8.23,8.71,0.026,21.0,18.003
30.01,8.25,8.8,0.026,22.0,18.003
29.99,8.25,8.95,0.026,20.0,18.003
29.98,8.26,8.84,0.026,21.0,18.003
30.0,8.27,8.74,0.026,18.0,18.004
30.03,8.22,8.71,0.026,19.0,18.004
29.95,8.26,8.91,0.026,20.0,18.004
30.01,8.27,8.76,0.026,17.0,18.004
29.96,8.24,8.79,0.026,22.0,18.004
30.03,8.24,8.75,0.026,23.0,18.003
29.96,8.25,8.86,0.026,19.0,18.004
30.07,8.27,8.87,0.026,17.0,18.004
29.99,8.29,8.66,0.026,20.0,18.004
29.91,8.22,8.67,0.026,19.0,18.004
29.99,8.23,8.84,0.026,19.0,18.003
29.94,8.26,8.66,0.026,18.0,18.003
29.96,8.22,8.87,0.026,17.0,18.003
29.89,8.24,8.75,0.026,20.0,18.003
30.02,8.28,8.89,0.026,16.0,18.003
29.96,8.24,8.66,0.026,20.0,18.003
30.02,8.26,8.86,0.026,18.0,18.003
29.96,8.21,8.92,0.026,21.0,18.003
29.98,8.24,8.73,0.026,18.0,18.003
29.95,8.26,8.92,0.026,21.0,18.003
29.9,8.23,8.89,0.026,20.0,18.003
29.91,8.25,8.95,0.026,20.0,18.003
29.89,8.21,8.92,0.026,17.0,18.003
29.85,8.21,8.83,0.026,20.0,18.003
29.99,8.27,8.81,0.026,19.0,18.003
29.99,8.23,9.01,0.026,19.0,18.003
29.93,8.27,8.73,0.026,22.0,18.002
29.9,8.23,8.84,0.026,20.0,18.002
30.07,8.26,8.9,0.026,20.0,18.002
29.98,8.25,8.8,0.026,20.0,18.002
29.97,8.24,8.84,0.026,18.0,18.002
30.04,8.23,8.83,0.026,20.0,18.003
29.95,8.27,8.96,0.026,20.0,18.003
29.93,8.26,8.89,0.026,20.0,18.003
29.93,8.25,8.89,0.026,18.0,18.003
29.91,8.26,8.94,0.026,18.0,18.002
30.01,8.27,8.85,0.026,21.0,18.003
29.98,8.24,9.06,0.026,20.0,18.002
29.95,8.26,8.91,0.026,21.0,18.002
29.96,8.25,8.88,0.026,20.0,18.002
30.07,8.28,8.76,0.026,21.0,18.002
29.95,8.22,8.85,0.026,20.0,18.002
29.83,8.24,8.83,0.026,18.0,18.002
29.98,8.26,8.61,0.026,18.0,18.002
29.89,8.24,8.85,0.026,19.0,18.002
29.95,8.3,8.89,0.026,23.0,18.003
29.92,8.25,8.94,0.026,19.0,18.003
29.99,8.26,8.85,0.026,20.0,18.003
30.02,8.22,8.82,0.026,20.0,18.003
29.92,8.21,8.98,0.026,18.0,18.002
29.98,8.27,8.92,0.026,18.0,18.002
29.9,8.28,9.01,0.026,16.0,18.002
29.96,8.24,8.89,0.026,22.0,18.002
29.92,8.22,8.96,0.026,19.0,18.003
30.02,8.2,8.83,0.026,18.0,18.003
29.85,8.23,9.02,0.026,21.0,18.003
29.96,8.25,8.86,0.026,17.0,18.003
29.94,8.26,8.71,0.026,19.0,18.002
30.02,8.26,8.91,0.026,20.0,18.003
30.01,8.27,8.92,0.026,19.0,18.003
29.89,8.23,8.89,0.026,20.0,18.003
29.93,8.26,8.94,0.026,20.0,18.003
29.92,8.27,9.01,0.026,20.0,18.003
29.99,8.26,8.83,0.026,20.0,18.003
29.95,8.26,8.8,0.026,17.0,18.003
30.03,8.26,8.8,0.026,18.0,18.003
29.96,8.25,8.96,0.026,18.0,18.003
29.91,8.24,8.93,0.026,20.0,18.003
29.91,8.27,8.98,0.026,20.0,18.003
30.06,8.22,8.92,0.026,20.0,18.003
29.97,8.25,8.89,0.026,20.0,18.003
29.93,8.23,8.88,0.026,18.0,18.002
29.91,8.25,8.88,0.026,23.0,18.003
29.94,8.23,8.85,0.026,19.0,18.003
29.92,8.28,8.83,0.026,21.0,18.003
29.94,8.21,8.99,0.026,20.0,18.002
29.98,8.27,8.87,0.026,20.0,18.002
29.98,8.24,8.92,0.026,19.0,18.002
29.88,8.25,8.81,0.026,20.0,18.002
29.97,8.23,8.84,0.026,21.0,18.002
29.93,8.24,8.96,0.026,19.0,18.002
29.8,8.19,8.86,0.026,14.0,18.002
29.96,8.27,8.91,0.026,20.0,18.003
29.9,8.23,8.83,0.026,21.0,18.003
29.94,8.24,8.82,0.026,21.0,18.003
29.96,8.27,8.96,0.026,18.0,18.003
29.89,8.26,8.88,0.026,17.0,18.003
29.96,8.3,8.9,0.026,20.0,18.003
29.96,8.25,8.85,0.026,18.0,18.003
29.88,8.23,8.86,0.026,18.0,18.003
29.94,8.22,8.93,0.026,18.0,18.003
29.96,8.25,8.99,0.026,19.0,18.004
30.04,8.25,8.87,0.026,20.0,18.004
29.9,8.25,8.8,0.026,17.0,18.003
29.95,8.25,9.1,0.026,21.0,18.004
29.87,8.3,8.81,0.026,21.0,18.004
29.84,8.3,8.94,0.026,20.0,18.004
29.89,8.24,8.96,0.026,20.0,18.004
29.86,8.26,8.9,0.026,20.0,18.004
29.96,8.23,9.02,0.026,18.0,18.004
30.0,8.23,8.94,0.026,18.0,18.004
29.87,8.23,8.81,0.026,18.0,18.004
29.92,8.27,8.85,0.026,19.0,18.004
29.92,8.25,8.95,0.026,18.0,18.004
29.99,8.25,8.94,0.026,20.0,18.004
29.97,8.23,8.8,0.026,19.0,18.004
30.01,8.23,8.88,0.026,17.0,18.004
29.88,8.27,8.83,0.026,18.0,18.004
29.9,8.22,9.03,0.026,18.0,18.005
29.95,8.25,8.88,0.026,20.0,18.004
29.88,8.23,8.92,0.026,18.0,18.004
29.95,8.24,8.9,0.026,20.0,18.004
29.93,8.28,8.86,0.026,18.0,18.004
29.93,8.26,8.94,0.027,17.0,18.004
29.91,8.29,8.98,0.027,21.0,18.004
29.93,8.25,8.86,0.026,19.0,18.004
29.93,8.25,8.91,0.026,19.0,18.004
30.01,8.24,9.16,0.026,17.0,18.004
29.95,8.26,8.99,0.026,19.0,18.004
29.95,8.28,9.03,0.026,19.0,18.004
29.87,8.23,9.0,0.026,19.0,18.004
29.98,8.23,8.88,0.027,21.0,18.004
29.97,8.26,9.02,0.027,20.0,18.005
29.93,8.27,9.06,0.026,19.0,18.004
30.0,8.23,9.07,0.027,20.0,18.004
29.91,8.22,9.02,0.026,19.0,18.004
29.96,8.24,8.88,0.027,18.0,18.004
29.95,8.23,8.85,0.026,18.0,18.004
29.87,8.22,8.79,0.026,18.0,18.004
29.93,8.22,8.88,0.026,20.0,18.004
29.89,8.23,9.03,0.026,19.0,18.004
29.98,8.22,8.93,0.026,22.0,18.004
29.87,8.25,9.09,0.026,20.0,18.004
29.9,8.24,8.9,0.026,20.0,18.004
29.9,8.26,8.78,0.026,20.0,18.004
29.92,8.24,8.97,0.026,18.0,18.004
29.86,8.26,8.99,0.026,22.0,18.004
29.92,8.24,8.93,0.026,18.0,18.004
29.85,8.22,8.97,0.026,19.0,18.004
29.95,8.24,8.85,0.026,17.0,18.005
29.89,8.26,8.9,0.026,19.0,18.005
29.87,8.25,8.97,0.027,20.0,18.004
29.93,8.24,9.01,0.027,20.0,18.004
29.87,8.3,8.9,0.026,18.0,18.004
29.96,8.22,8.99,0.026,18.0,18.005
29.92,8.23,9.03,0.026,19.0,18.005
29.82,8.2,8.94,0.027,19.0,18.005
29.89,8.27,9.0,0.027,21.0,18.005
30.0,8.26,8.99,0.027,19.0,18.005
29.91,8.25,8.9,0.027,18.0,18.005
30.06,8.22,8.77,0.027,19.0,18.005
29.93,8.27,8.86,0.027,20.0,18.005
29.98,8.24,8.95,0.027,20.0,18.005
29.87,8.22,8.85,0.027,19.0,18.005
29.92,8.25,8.85,0.027,18.0,18.005
29.94,8.25,8.91,0.027,20.0,18.005
29.94,8.27,9.02,0.027,20.0,18.005
29.99,8.24,9.01,0.027,18.0,18.006
29.93,8.25,8.93,0.027,19.0,18.006
29.81,8.19,9.09,0.027,19.0,18.006
29.93,8.26,8.88,0.027,23.0,18.006
29.94,8.27,9.12,0.027,22.0,18.006
29.9,8.27,8.9,0.027,21.0,18.006
30.02,8.22,9.04,0.027,21.0,18.006
30.02,8.28,8.84,0.027,20.0,18.006
29.84,8.25,8.9,0.027,20.0,18.006
29.92,8.23,9.03,0.027,18.0,18.006
29.92,8.26,8.87,0.027,20.0,18.006
29.93,8.27,8.98,0.027,21.0,18.006
29.98,8.23,8.98,0.027,18.0,18.006
29.88,8.29,8.9,0.027,20.0,18.005
29.79,8.25,8.97,0.027,18.0,18.005
29.85,8.24,8.84,0.027,20.0,18.005
29.9,8.25,8.96,0.027,18.0,18.005
29.85,8.28,9.06,0.027,21.0,18.005
29.89,8.22,9.04,0.027,20.0,18.005
29.87,8.24,9.06,0.027,19.0,18.005
29.86,8.26,8.94,0.027,21.0,18.005
29.91,8.25,8.9,0.027,18.0,18.005
29.95,8.26,9.05,0.027,19.0,18.005
29.93,8.24,8.92,0.027,16.0,18.004
29.88,8.24,9.06,0.027,19.0,18.004
29.91,8.26,8.96,0.027,20.0,18.004
29.9,8.28,8.88,0.027,21.0,18.004
30.01,8.2,9.09,0.027,20.0,18.004
29.88,8.24,9.02,0.027,21.0,18.004
30.02,8.28,8.98,0.027,20.0,18.004
29.88,8.27,8.84,0.027,19.0,18.004
29.78,8.27,8.87,0.027,20.0,18.003
29.89,8.25,9.09,0.027,20.0,18.003
29.92,8.24,9.07,0.027,20.0,18.003
29.91,8.24,9.0,0.027,18.0,18.003
29.9,8.26,8.92,0.027,21.0,18.004
29.88,8.25,9.07,0.027,17.0,18.004
29.95,8.26,8.97,0.027,18.0,18.003
29.85,8.25,8.98,0.027,19.0,18.003
29.93,8.25,8.98,0.027,21.0,18.003
29.78,8.24,9.08,0.027,19.0,18.003
29.83,8.3,9.12,0.027,16.0,18.003
29.91,8.21,8.87,0.027,20.0,18.003
29.88,8.26,8.99,0.027,18.0,18.003
29.96,8.23,8.98,0.027,19.0,18.003
29.94,8.26,8.94,0.027,20.0,18.003
29.85,8.18,8.9,0.027,19.0,18.003
29.97,8.24,8.99,0.027,22.0,18.003
29.93,8.24,8.85,0.027,18.0,18.003
29.87,8.27,9.03,0.027,21.0,18.003
29.79,8.23,8.87,0.027,20.0,18.004
29.79,8.23,9.07,0.027,20.0,18.004
29.87,8.24,8.95,0.027,19.0,18.004
29.89,8.25,9.06,0.027,21.0,18.003
29.86,8.25,8.96,0.027,20.0,18.003
29.89,8.26,8.89,0.027,20.0,18.003
29.95,8.26,8.9,0.027,19.0,18.003
29.87,8.28,8.93,0.027,19.0,18.003
29.88,8.25,8.96,0.027,19.0,18.003
29.89,8.27,9.01,0.027,21.0,18.004
29.87,8.24,8.97,0.027,18.0,18.004
29.84,8.23,9.03,0.027,20.0,18.004
29.89,8.21,9.05,0.027,20.0,18.004
29.84,8.25,8.79,0.027,18.0,18.004
29.84,8.22,8.89,0.027,21.0,18.004
29.87,8.27,9.01,0.027,19.0,18.004
29.85,8.25,9.12,0.027,20.0,18.004
29.85,8.29,8.88,0.027,19.0,18.004
29.89,8.29,8.97,0.027,17.0,18.004
29.92,8.24,9.1,0.027,19.0,18.004
29.89,8.26,8.93,0.027,20.0,18.004
29.92,8.22,9.0,0.027,17.0,18.005
29.87,8.24,9.16,0.027,18.0,18.005
29.86,8.24,9.04,0.027,21.0,18.004
29.95,8.25,8.97,0.027,17.0,18.005
29.85,8.29,9.08,0.027,19.0,18.005
29.89,8.27,9.18,0.027,19.0,18.005
29.9,8.22,8.99,0.027,21.0,18.005
29.8,8.25,8.92,0.027,19.0,18.005
29.86,8.24,9.0,0.027,23.0,18.004
29.83,8.24,9.04,0.027,19.0,18.005
29.86,8.23,8.95,0.027,17.0,18.005
30.03,8.26,9.02,0.027,17.0,18.005
29.82,8.22,8.99,0.027,18.0,18.005
29.87,8.22,9.02,0.027,19.0,18.005
29.87,8.25,9.16,0.027,17.0,18.005
29.86,8.25,9.09,0.027,20.0,18.005
29.83,8.25,9.09,0.027,16.0,18.005
29.83,8.28,8.96,0.027,20.0,18.005
29.92,8.28,9.01,0.027,19.0,18.005
29.85,8.29,9.04,0.027,19.0,18.005
29.86,8.24,8.99,0.027,18.0,18.005
29.78,8.27,8.97,0.027,22.0,18.005
29.88,8.24,8.97,0.027,19.0,18.005
29.94,8.28,9.02,0.027,19.0,18.005
29.81,8.27,8.97,0.027,19.0,18.005
29.96,8.28,8.94,0.027,20.0,18.005
29.78,8.24,8.88,0.027,16.0,18.005
29.87,8.26,9.19,0.027,19.0,18.005
29.81,8.22,9.08,0.027,19.0,18.005
29.81,8.24,9.09,0.027,19.0,18.005
29.81,8.28,9.08,0.027,17.0,18.005
29.8,8.22,9.14,0.027,20.0,18.005
29.78,8.23,8.93,0.027,21.0,18.005
29.79,8.23,8.96,0.027,19.0,18.005
29.86,8.24,9.11,0.027,18.0,18.005
29.85,8.28,8.86,0.027,19.0,18.005
29.86,8.25,8.99,0.027,20.0,18.005
29.87,8.29,8.86,0.027,18.0,18.005
29.93,8.24,8.97,0.027,20.0,18.005
29.83,8.24,9.1,0.027,19.0,18.006
29.76,8.26,8.93,0.027,20.0,18.005
29.86,8.26,8.96,0.027,18.0,18.006
29.87,8.29,8.88,0.027,18.0,18.005
29.84,8.21,9.21,0.027,20.0,18.006
29.87,8.24,9.02,0.027,19.0,18.006
29.82,8.24,8.9,0.027,19.0,18.006
29.84,8.27,9.05,0.027,19.0,18.006
29.85,8.26,9.0,0.027,21.0,18.006
29.9,8.29,8.99,0.027,23.0,18.006
29.74,8.2,9.02,0.027,19.0,18.006
29.82,8.26,8.94,0.027,18.0,18.006
29.81,8.3,8.98,0.027,22.0,18.006
29.82,8.25,9.01,0.027,21.0,18.005
29.73,8.26,9.15,0.027,21.0,18.005
29.86,8.22,9.0,0.027,18.0,18.005
29.83,8.24,9.05,0.027,20.0,18.006
29.76,8.23,8.87,0.028,19.0,18.006
29.9,8.23,9.04,0.028,19.0,18.006
29.84,8.23,9.03,0.028,18.0,18.006
29.82,8.26,9.01,0.027,22.0,18.006
29.78,8.25,9.02,0.028,19.0,18.006
29.83,8.18,9.02,0.028,18.0,18.006
29.82,8.23,8.95,0.028,21.0,18.006
29.87,8.26,9.13,0.028,19.0,18.006
29.88,8.24,9.03,0.028,20.0,18.006
29.73,8.26,9.01,0.028,19.0,18.006
29.83,8.28,9.01,0.028,18.0,18.006
29.9,8.26,9.01,0.028,21.0,18.006
29.82,8.23,9.15,0.028,20.0,18.006
29.9,8.29,9.09,0.028,21.0,18.005
29.78,8.2,8.97,0.028,19.0,18.005
29.75,8.23,9.01,0.028,20.0,18.005
29.84,8.25,9.02,0.028,17.0,18.005
29.75,8.25,8.93,0.028,21.0,18.005
29.79,8.28,9.02,0.028,19.0,18.005
29.86,8.22,9.04,0.028,23.0,18.005
29.71,8.23,9.19,0.028,19.0,18.005
29.82,8.24,8.98,0.028,19.0,18.005
29.8,8.24,9.03,0.028,19.0,18.005
29.77,8.26,9.04,0.028,18.0,18.005
29.74,8.27,9.01,0.028,18.0,18.005
29.88,8.23,9.03,0.028,20.0,18.005
29.81,8.25,9.08,0.028,19.0,18.005
29.77,8.27,9.0,0.028,21.0,18.006
29.87,8.24,8.92,0.028,20.0,18.006
29.83,8.26,8.9,0.028,17.0,18.006
29.76,8.21,9.08,0.028,20.0,18.006
29.76,8.21,8.93,0.028,19.0,18.006
29.86,8.24,9.05,0.028,18.0,18.006
29.85,8.24,9.09,0.028,20.0,18.006
29.84,8.23,9.13,0.028,18.0,18.007
29.8,8.26,9.08,0.028,19.0,18.007
29.82,8.24,9.06,0.028,20.0,18.007
29.77,8.24,9.01,0.028,18.0,18.007
29.85,8.23,8.98,0.028,18.0,18.007
29.83,8.25,9.0,0.028,20.0,18.007
29.82,8.26,9.02,0.028,19.0,18.007
29.83,8.24,9.14,0.028,18.0,18.007
29.87,8.25,8.91,0.028,19.0,18.007
29.8,8.2,9.0,0.028,19.0,18.007
29.78,8.23,8.86,0.028,21.0,18.007
29.84,8.23,9.09,0.028,19.0,18.007
29.86,8.27,9.0,0.028,19.0,18.008
29.83,8.23,8.99,0.028,21.0,18.007
29.78,8.27,8.99,0.028,22.0,18.007
29.72,8.28,8.93,0.028,18.0,18.007
29.82,8.23,8.98,0.028,21.0,18.007
29.83,8.26,8.93,0.028,20.0,18.007
29.8,8.25,9.06,0.028,19.0,18.007
29.85,8.25,9.13,0.028,19.0,18.006
29.79,8.24,9.14,0.028,22.0,18.006
29.76,8.25,9.06,0.028,21.0,18.006
29.77,8.21,9.04,0.028,20.0,18.006
29.76,8.23,8.97,0.028,19.0,18.006
29.7,8.26,8.9,0.028,19.0,18.006
29.82,8.24,9.01,0.028,22.0,18.006
29.73,8.26,8.9,0.028,18.0,18.006
29.79,8.22,9.06,0.028,18.0,18.006
29.73,8.23,8.91,0.028,20.0,18.006
29.69,8.25,8.92,0.028,18.0,18.006
29.84,8.25,9.18,0.028,21.0,18.006
29.68,8.23,8.95,0.028,19.0,18.006
29.76,8.23,9.13,0.028,18.0,18.006
29.76,8.26,8.98,0.028,22.0,18.006
29.74,8.27,9.23,0.028,21.0,18.006
29.77,8.25,8.94,0.028,22.0,18.007
29.74,8.23,9.01,0.028,18.0,18.007
29.82,8.24,8.92,0.028,22.0,18.007
29.79,8.22,9.04,0.028,23.0,18.007
29.82,8.24,9.07,0.028,17.0,18.007
29.76,8.26,9.03,0.028,18.0,18.007
29.77,8.24,9.08,0.028,19.0,18.007
29.67,8.24,8.99,0.028,21.0,18.007
29.75,8.24,8.93,0.028,22.0,18.007
29.72,8.23,9.09,0.028,22.0,18.007
29.67,8.23,8.92,0.028,21.0,18.007
29.79,8.28,9.1,0.028,19.0,18.007
29.82,8.24,8.98,0.028,19.0,18.008
29.81,8.28,9.04,0.028,20.0,18.008
29.68,8.23,8.92,0.028,19.0,18.007
29.78,8.27,8.91,0.028,20.0,18.007
29.74,8.24,8.99,0.028,20.0,18.007
29.81,8.22,8.96,0.028,20.0,18.008
29.74,8.26,9.07,0.028,20.0,18.008
29.8,8.21,8.89,0.028,20.0,18.008
29.77,8.25,8.99,0.028,18.0,18.008
29.67,8.25,9.13,0.028,19.0,18.008
29.66,8.24,9.13,0.028,18.0,18.008
29.79,8.22,9.11,0.028,17.0,18.008
29.79,8.23,9.05,0.028,22.0,18.008
29.81,8.25,9.04,0.028,21.0,18.008
29.68,8.24,8.83,0.028,19.0,18.008
29.8,8.28,9.03,0.028,21.0,18.008
29.78,8.22,8.97,0.028,19.0,18.008
29.63,8.21,9.05,0.028,22.0,18.008
29.73,8.24,9.1,0.028,20.0,18.008
29.74,8.24,8.93,0.028,19.0,18.008
29.7,8.25,8.92,0.028,21.0,18.008
29.74,8.26,8.89,0.028,19.0,18.008
29.73,8.27,8.9,0.028,19.0,18.008
29.72,8.25,8.91,0.028,20.0,18.008
29.78,8.27,8.88,0.028,18.0,18.008
29.65,8.23,9.11,0.028,22.0,18.007
29.7,8.22,8.98,0.028,20.0,18.008
29.61,8.28,9.0,0.028,18.0,18.007
29.77,8.21,9.12,0.028,21.0,18.007
29.65,8.25,9.16,0.028,21.0,18.007
29.77,8.21,9.0,0.028,18.0,18.007
29.74,8.27,9.02,0.028,19.0,18.008
29.7,8.22,8.93,0.028,17.0,18.008
29.75,8.22,9.02,0.028,20.0,18.008
29.85,8.27,8.92,0.028,19.0,18.008
29.77,8.2,9.0,0.028,20.0,18.007
29.72,8.22,9.04,0.028,20.0,18.007
29.7,8.21,9.05,0.028,18.0,18.007
29.79,8.23,8.91,0.028,18.0,18.008
29.72,8.22,9.05,0.028,20.0,18.008
29.77,8.24,8.91,0.028,19.0,18.008
29.71,8.24,9.0,0.028,20.0,18.009
29.72,8.26,9.03,0.028,19.0,18.009
29.72,8.25,8.95,0.028,21.0,18.009
29.68,8.23,9.04,0.028,20.0,18.009
29.76,8.24,8.86,0.028,21.0,18.009
29.76,8.2,9.09,0.028,21.0,18.009
29.72,8.23,8.98,0.028,17.0,18.009
29.68,8.25,8.92,0.028,20.0,18.009
29.75,8.22,8.94,0.028,18.0,18.009
29.74,8.28,9.02,0.028,21.0,18.009
29.61,8.25,8.86,0.028,21.0,18.008
29.76,8.24,8.99,0.028,20.0,18.008
29.62,8.22,8.95,0.028,16.0,18.008
29.71,8.24,8.94,0.028,24.0,18.008
29.74,8.23,9.06,0.028,21.0,18.008
29.71,8.22,9.01,0.028,19.0,18.008
29.7,8.24,9.16,0.028,19.0,18.008
29.73,8.25,8.99,0.028,18.0,18.008
29.76,8.23,9.05,0.028,19.0,18.007
29.7,8.25,9.04,0.028,20.0,18.007
29.63,8.24,8.9,0.028,19.0,18.007
29.75,8.23,8.97,0.028,17.0,18.007
29.68,8.23,8.86,0.028,21.0,18.007
29.73,8.25,9.0,0.028,19.0,18.007
29.78,8.2,9.03,0.028,17.0,18.007
29.68,8.24,9.03,0.028,20.0,18.007
29.8,8.27,8.93,0.028,19.0,18.007
29.71,8.25,9.1,0.028,19.0,18.007
29.71,8.28,8.92,0.028,19.0,18.007
29.72,8.23,8.83,0.028,18.0,18.007
29.73,8.25,8.91,0.028,18.0,18.007
29.69,8.21,8.97,0.029,21.0,18.007
29.65,8.25,8.96,0.029,21.0,18.007
29.68,8.26,9.0,0.028,20.0,18.007
29.67,8.24,8.92,0.028,20.0,18.007
29.61,8.23,8.96,0.028,18.0,18.007
29.67,8.28,8.93,0.028,22.0,18.007
29.63,8.23,8.96,0.028,20.0,18.007
29.63,8.23,9.01,0.028,17.0,18.006
29.67,8.24,9.01,0.028,21.0,18.006
29.65,8.25,8.93,0.028,20.0,18.006
29.64,8.22,9.09,0.028,18.0,18.007
29.6,8.21,8.9,0.028,21.0,18.007
29.71,8.22,8.94,0.028,18.0,18.006
29.62,8.25,8.82,0.028,17.0,18.006
29.56,8.24,9.03,0.028,20.0,18.006
29.71,8.25,8.99,0.028,20.0,18.007
29.67,8.21,8.9,0.029,21.0,18.007
29.68,8.22,9.05,0.029,17.0,18.007
29.67,8.26,9.03,0.029,20.0,18.007
29.64,8.25,8.88,0.028,22.0,18.007
29.72,8.23,9.02,0.028,19.0,18.007
29.63,8.23,8.84,0.028,19.0,18.007
29.75,8.28,8.95,0.028,20.0,18.007
29.65,8.25,8.99,0.028,19.0,18.007
29.64,8.3,8.99,0.028,18.0,18.007
29.64,8.23,8.98,0.028,20.0,18.007
29.66,8.22,9.0,0.028,19.0,18.007
29.75,8.23,8.95,0.028,25.0,18.007
